t_s,arrival_rate,admitted_rate,deferred_rate,service_rate,depth,depth_critical,depth_deferrable,oldest_age_s,oldest_age_critical_s,oldest_age_deferrable_s,downstream_in_flight,downstream_response_ms,downstream_saturated
414.0,12000,12000.0,0.0,3646.6,2619133.2,1178549.1,1440584.2,218.2,218.2,218.2,600,99.21,True
415.0,12000,12000.0,0.0,3646.6,2627486.6,1182125.7,1445360.9,218.9,218.9,218.9,600,99.21,True
416.0,12000,12000.0,0.0,3646.6,2635840.0,1186067.1,1449772.9,219.6,219.6,219.6,600,99.21,True
417.0,12000,12000.0,0.0,3646.6,2644193.4,1189643.8,1454549.6,220.3,220.3,220.3,600,99.21,True
418.0,12000,12000.0,0.0,3646.6,2652546.8,1193585.1,1458961.6,221.0,221.0,221.0,600,99.21,True
419.0,12000,12000.0,0.0,3646.6,2660900.1,1197161.8,1463738.3,221.7,221.6,221.7,600,99.21,True
420.0,12000,12000.0,0.0,3646.6,2669253.5,1201103.2,1468150.3,222.4,222.4,222.4,600,99.21,True
421.0,12000,12000.0,0.0,3646.6,2677606.9,1204679.9,1472927.0,223.1,223.0,223.1,600,99.21,True
422.0,12000,12000.0,0.0,3646.6,2685960.3,1208256.6,1477703.7,223.8,223.7,223.8,600,99.21,True
423.0,12000,12000.0,0.0,3646.6,2694313.6,1212197.9,1482115.7,224.5,224.4,224.5,600,99.21,True
424.0,12000,12000.0,0.0,3646.6,2702667.0,1215774.6,1486892.4,225.2,225.1,225.2,600,99.21,True
425.0,12000,12000.0,0.0,3646.6,2711020.4,1219715.9,1491304.4,225.9,225.8,225.9,600,99.21,True
426.0,12000,12000.0,0.0,3646.6,2719373.8,1223292.6,1496081.1,226.6,226.5,226.6,600,99.21,True
427.0,12000,12000.0,0.0,3646.6,2727727.1,1227234.0,1500493.2,227.3,227.2,227.3,600,99.21,True
428.0,12000,12000.0,0.0,3646.6,2736080.5,1231175.3,1504905.2,228.0,227.9,228.0,600,99.21,True
429.0,12000,12000.0,0.0,3646.6,2744433.9,1234752.0,1509681.9,228.7,228.6,228.7,600,99.21,True
430.0,12000,12000.0,0.0,3646.6,2752787.3,1238693.4,1514093.9,229.4,229.3,229.4,600,99.21,True
431.0,12000,12000.0,0.0,3646.6,2761140.7,1242270.1,1518870.6,230.1,230.0,230.1,600,99.21,True
432.0,12000,12000.0,0.0,3646.6,2769494.0,1246211.4,1523282.6,230.8,230.7,230.8,600,99.21,True
433.0,12000,12000.0,0.0,3646.6,2777847.4,1249788.1,1528059.3,231.5,231.4,231.5,600,99.21,True
434.0,12000,12000.0,0.0,3646.6,2786200.8,1253729.4,1532471.3,232.1,232.1,232.1,600,99.21,True
435.0,12000,12000.0,0.0,3646.6,2794554.2,1257306.1,1537248.0,232.9,232.8,232.9,600,99.21,True
436.0,12000,12000.0,0.0,3646.6,2802907.5,1261247.5,1541660.0,233.5,233.5,233.5,600,99.21,True
437.0,12000,12000.0,0.0,3646.6,2811260.9,1265188.8,1546072.1,234.2,234.2,234.2,600,99.21,True
438.0,12000,12000.0,0.0,3646.6,2819614.3,1268765.5,1550848.8,234.9,234.9,234.9,600,99.21,True
439.0,12000,12000.0,0.0,3646.6,2827967.7,1272706.9,1555260.8,235.6,235.6,235.6,600,99.21,True
440.0,12000,12000.0,0.0,3646.6,2836321.0,1276283.6,1560037.5,236.3,236.3,236.3,600,99.21,True
441.0,12000,12000.0,0.0,3646.6,2844674.4,1279860.3,1564814.2,237.0,237.0,237.0,600,99.21,True
442.0,12000,12000.0,0.0,3646.6,2853027.8,1283801.6,1569226.2,237.7,237.7,237.7,600,99.21,True
443.0,12000,12000.0,0.0,3646.6,2861381.2,1287378.3,1574002.9,238.4,238.4,238.4,600,99.21,True
444.0,12000,12000.0,0.0,3646.6,2869734.5,1291319.6,1578414.9,239.1,239.1,239.1,600,99.21,True
445.0,12000,12000.0,0.0,3646.6,2878087.9,1294896.3,1583191.6,239.8,239.7,239.8,600,99.21,True
446.0,12000,12000.0,0.0,3646.6,2886441.3,1298837.7,1587603.6,240.5,240.5,240.5,600,99.21,True
447.0,12000,12000.0,0.0,3646.6,2894794.7,1302414.4,1592380.3,241.2,241.1,241.2,600,99.21,True
448.0,12000,12000.0,0.0,3646.6,2903148.1,1305991.1,1597157.0,241.9,241.8,241.9,600,99.21,True
449.0,12000,12000.0,0.0,3646.6,2911501.4,1309932.4,1601569.0,242.6,242.5,242.6,600,99.21,True
450.0,12000,12000.0,0.0,3646.6,2919854.8,1313509.1,1606345.7,243.3,243.2,243.3,600,99.21,True
451.0,12000,12000.0,0.0,3646.6,2928208.2,1317450.4,1610757.7,244.0,243.9,244.0,600,99.21,True
452.0,12000,12000.0,0.0,3646.6,2936561.6,1321027.1,1615534.4,244.7,244.6,244.7,600,99.21,True
453.0,12000,12000.0,0.0,3646.6,2944914.9,1324968.5,1619946.4,245.4,245.3,245.4,600,99.21,True
454.0,12000,12000.0,0.0,3646.6,2953268.3,1328909.8,1624358.5,246.1,246.0,246.1,600,99.21,True
455.0,12000,12000.0,0.0,3646.6,2961621.7,1332486.5,1629135.2,246.8,246.7,246.8,600,99.21,True
456.0,12000,12000.0,0.0,3646.6,2969975.1,1336427.9,1633547.2,247.5,247.4,247.5,600,99.21,True
457.0,12000,12000.0,0.0,3646.6,2978328.4,1340004.6,1638323.9,248.2,248.1,248.2,600,99.21,True
458.0,12000,12000.0,0.0,3646.6,2986681.8,1343945.9,1642735.9,248.8,248.8,248.8,600,99.21,True
459.0,12000,12000.0,0.0,3646.6,2995035.2,1347522.6,1647512.6,249.6,249.5,249.6,600,99.21,True
460.0,12000,12000.0,0.0,3646.6,3003388.6,1351464.0,1651924.6,250.2,250.2,250.2,600,99.21,True
461.0,12000,12000.0,0.0,3646.6,3011741.9,1355040.6,1656701.3,251.0,250.9,251.0,600,99.21,True
462.0,12000,12000.0,0.0,3646.6,3020095.3,1358982.0,1661113.3,251.6,251.6,251.6,600,99.21,True
463.0,12000,12000.0,0.0,3646.6,3028448.7,1362923.3,1665525.4,252.3,252.3,252.3,600,99.21,True
464.0,12000,12000.0,0.0,3646.6,3036802.1,1366500.0,1670302.0,253.0,253.0,253.0,600,99.21,True
465.0,12000,12000.0,0.0,3646.6,3045155.5,1370076.7,1675078.7,253.7,253.7,253.7,600,99.21,True
466.0,12000,12000.0,0.0,3646.6,3053508.8,1374018.1,1679490.8,254.4,254.4,254.4,600,99.21,True
467.0,12000,12000.0,0.0,3646.6,3061862.2,1377594.8,1684267.4,255.1,255.1,255.1,600,99.21,True
468.0,12000,12000.0,0.0,3646.6,3070215.6,1381536.1,1688679.5,255.8,255.8,255.8,600,99.21,True
469.0,12000,12000.0,0.0,3646.6,3078569.0,1385112.8,1693456.2,256.5,256.5,256.5,600,99.21,True
470.0,12000,12000.0,0.0,3646.6,3086922.3,1389054.2,1697868.2,257.2,257.2,257.2,600,99.21,True
471.0,12000,12000.0,0.0,3646.6,3095275.7,1392630.8,1702644.9,257.9,257.8,257.9,600,99.21,True
472.0,12000,12000.0,0.0,3646.6,3103629.1,1396572.2,1707056.9,258.6,258.6,258.6,600,99.21,True
473.0,12000,12000.0,0.0,3646.6,3111982.5,1400148.9,1711833.6,259.3,259.2,259.3,600,99.21,True
474.0,12000,12000.0,0.0,3646.6,3120335.8,1403725.6,1716610.3,260.0,259.9,260.0,600,99.21,True
475.0,12000,12000.0,0.0,3646.6,3128689.2,1407666.9,1721022.3,260.7,260.6,260.7,600,99.21,True
476.0,12000,12000.0,0.0,3646.6,3137042.6,1411243.6,1725799.0,261.4,261.3,261.4,600,99.21,True
477.0,12000,12000.0,0.0,3646.6,3145396.0,1415185.0,1730211.0,262.1,262.0,262.1,600,99.21,True
478.0,12000,12000.0,0.0,3646.6,3153749.4,1418761.6,1734987.7,262.8,262.7,262.8,600,99.21,True
479.0,12000,12000.0,0.0,3646.6,3162102.7,1422703.0,1739399.7,263.5,263.4,263.5,600,99.21,True
480.0,12000,12000.0,0.0,3646.6,3170456.1,1426644.3,1743811.8,264.2,264.1,264.2,600,99.21,True
481.0,12000,12000.0,0.0,3646.6,3178809.5,1430221.0,1748588.4,264.9,264.8,264.9,600,99.21,True
482.0,12000,12000.0,0.0,3646.6,3187162.9,1434162.4,1753000.5,265.6,265.5,265.6,600,99.21,True
483.0,12000,12000.0,0.0,3646.6,3195516.2,1437739.1,1757777.2,266.3,266.2,266.3,600,99.21,True
484.0,12000,12000.0,0.0,3646.6,3203869.6,1441680.4,1762189.2,266.9,266.9,266.9,600,99.21,True
485.0,12000,12000.0,0.0,3646.6,3212223.0,1445257.1,1766965.9,267.7,267.6,267.7,600,99.21,True
486.0,12000,12000.0,0.0,3646.6,3220576.4,1449198.5,1771377.9,268.3,268.3,268.3,600,99.21,True
487.0,12000,12000.0,0.0,3646.6,3228929.7,1453139.8,1775789.9,269.0,269.0,269.0,600,99.21,True
488.0,12000,12000.0,0.0,3646.6,3237283.1,1456716.5,1780566.6,269.7,269.7,269.7,600,99.21,True
489.0,12000,12000.0,0.0,3646.6,3245636.5,1460657.9,1784978.6,270.4,270.4,270.4,600,99.21,True
490.0,12000,12000.0,0.0,3646.6,3253989.9,1464234.5,1789755.3,271.1,271.1,271.1,600,99.21,True
491.0,12000,12000.0,0.0,3646.6,3262343.2,1467811.2,1794532.0,271.8,271.8,271.8,600,99.21,True
492.0,12000,12000.0,0.0,3646.6,3270696.6,1471752.6,1798944.0,272.5,272.5,272.5,600,99.21,True
493.0,12000,12000.0,0.0,3646.6,3279050.0,1475329.3,1803720.7,273.2,273.2,273.2,600,99.21,True
494.0,12000,12000.0,0.0,3646.6,3287403.4,1479270.6,1808132.8,273.9,273.9,273.9,600,99.21,True
495.0,12000,12000.0,0.0,3646.6,3295756.8,1482847.3,1812909.4,274.6,274.6,274.6,600,99.21,True
496.0,12000,12000.0,0.0,3646.6,3304110.1,1486788.7,1817321.5,275.3,275.3,275.3,600,99.21,True
497.0,12000,12000.0,0.0,3646.6,3312463.5,1490365.3,1822098.2,276.0,275.9,276.0,600,99.21,True
498.0,12000,12000.0,0.0,3646.6,3320816.9,1493942.0,1826874.9,276.7,276.6,276.7,600,99.21,True
499.0,12000,12000.0,0.0,3646.6,3329170.3,1497883.4,1831286.9,277.4,277.3,277.4,600,99.21,True
500.0,12000,12000.0,0.0,3646.6,3337523.6,1501460.1,1836063.6,278.1,278.0,278.1,600,99.21,True
501.0,12000,12000.0,0.0,3646.6,3345877.0,1505401.4,1840475.6,278.8,278.7,278.8,600,99.21,True
502.0,12000,12000.0,0.0,3646.6,3354230.4,1508978.1,1845252.3,279.5,279.4,279.5,600,99.21,True
503.0,12000,12000.0,0.0,3646.6,3362583.8,1512919.5,1849664.3,280.2,280.1,280.2,600,99.21,True
504.0,12000,12000.0,0.0,3646.6,3370937.1,1516496.2,1854441.0,280.9,280.8,280.9,600,99.21,True
505.0,12000,12000.0,0.0,3646.6,3379290.5,1520437.5,1858853.0,281.6,281.5,281.6,600,99.21,True
506.0,12000,12000.0,0.0,3646.6,3387643.9,1524378.9,1863265.0,282.3,282.2,282.3,600,99.21,True
507.0,12000,12000.0,0.0,3646.6,3395997.3,1527955.5,1868041.7,283.0,282.9,283.0,600,99.21,True
508.0,12000,12000.0,0.0,3646.6,3404350.6,1531896.9,1872453.8,283.7,283.6,283.7,600,99.21,True
509.0,12000,12000.0,0.0,3646.6,3412704.0,1535473.6,1877230.4,284.4,284.3,284.4,600,99.21,True
510.0,12000,12000.0,0.0,3646.6,3421057.4,1539414.9,1881642.5,285.0,285.0,285.0,600,99.21,True
511.0,12000,12000.0,0.0,3646.6,3429410.8,1542991.6,1886419.2,285.8,285.7,285.8,600,99.21,True
512.0,12000,12000.0,0.0,3646.6,3437764.2,1546933.0,1890831.2,286.4,286.4,286.4,600,99.21,True
513.0,12000,12000.0,0.0,3646.6,3446117.5,1550874.3,1895243.2,287.1,287.1,287.1,600,99.21,True
514.0,12000,12000.0,0.0,3646.6,3454470.9,1554451.0,1900019.9,287.8,287.8,287.8,600,99.21,True
515.0,12000,12000.0,0.0,3646.6,3462824.3,1558392.4,1904431.9,288.5,288.5,288.5,600,99.21,True
516.0,12000,12000.0,0.0,3646.6,3471177.7,1561969.0,1909208.6,289.2,289.2,289.2,600,99.21,True
517.0,12000,12000.0,0.0,3646.6,3479531.0,1565545.7,1913985.3,289.9,289.9,289.9,600,99.21,True
518.0,12000,12000.0,0.0,3646.6,3487884.4,1569487.1,1918397.3,290.6,290.6,290.6,600,99.21,True
519.0,12000,12000.0,0.0,3646.6,3496237.8,1573063.8,1923174.0,291.3,291.3,291.3,600,99.21,True
520.0,12000,12000.0,0.0,3646.6,3504591.2,1577005.1,1927586.0,292.0,292.0,292.0,600,99.21,True
521.0,12000,12000.0,0.0,3646.6,3512944.5,1580581.8,1932362.7,292.7,292.7,292.7,600,99.21,True
522.0,12000,12000.0,0.0,3646.6,3521297.9,1584523.2,1936774.8,293.4,293.4,293.4,600,99.21,True
523.0,12000,12000.0,0.0,3646.6,3529651.3,1588099.9,1941551.4,294.1,294.0,294.1,600,99.21,True
524.0,12000,12000.0,0.0,3646.6,3538004.7,1591676.5,1946328.1,294.8,294.7,294.8,600,99.21,True
525.0,12000,12000.0,0.0,3646.6,3546358.1,1595617.9,1950740.2,295.5,295.4,295.5,600,99.21,True
526.0,12000,12000.0,0.0,3646.6,3554711.4,1599194.6,1955516.9,296.2,296.1,296.2,600,99.21,True
527.0,12000,12000.0,0.0,3646.6,3563064.8,1603135.9,1959928.9,296.9,296.8,296.9,600,99.21,True
528.0,12000,12000.0,0.0,3646.6,3571418.2,1606712.6,1964705.6,297.6,297.5,297.6,600,99.21,True
529.0,12000,12000.0,0.0,3646.6,3579771.6,1610654.0,1969117.6,298.3,298.2,298.3,600,99.21,True
530.0,12000,12000.0,0.0,3646.6,3588124.9,1614595.3,1973529.6,299.0,298.9,299.0,600,99.21,True
531.0,12000,12000.0,0.0,3646.6,3596478.3,1618172.0,1978306.3,299.7,299.6,299.7,600,99.21,True
532.0,12000,12000.0,0.0,3646.6,3604831.7,1622113.4,1982718.3,300.4,300.3,300.4,600,99.21,True
533.0,12000,12000.0,0.0,3646.6,3613185.1,1625690.0,1987495.0,301.1,301.0,301.1,600,99.21,True
534.0,12000,12000.0,0.0,3646.6,3621538.4,1629631.4,1991907.0,301.8,301.7,301.8,600,99.21,True
535.0,12000,12000.0,0.0,3646.6,3629891.8,1633208.1,1996683.7,302.5,302.4,302.5,600,99.21,True
536.0,12000,12000.0,0.0,3646.6,3638245.2,1637149.4,2001095.8,303.1,303.1,303.1,600,99.21,True
537.0,12000,12000.0,0.0,3646.6,3646598.6,1640726.1,2005872.4,303.9,303.8,303.9,600,99.21,True
538.0,12000,12000.0,0.0,3646.6,3654951.9,1644667.5,2010284.5,304.5,304.5,304.5,600,99.21,True
539.0,12000,12000.0,0.0,3646.6,3663305.3,1648608.8,2014696.5,305.2,305.2,305.2,600,99.21,True
540.0,12000,12000.0,0.0,3646.6,3671658.7,1652185.5,2019473.2,305.9,305.9,305.9,600,99.21,True
541.0,12000,12000.0,0.0,3646.6,3680012.1,1656126.9,2023885.2,306.6,306.6,306.6,600,99.21,True
542.0,12000,12000.0,0.0,3646.6,3688365.5,1659703.6,2028661.9,307.3,307.3,307.3,600,99.21,True
543.0,12000,12000.0,0.0,3646.6,3696718.8,1663280.2,2033438.6,308.0,308.0,308.0,600,99.21,True
544.0,12000,12000.0,0.0,3646.6,3705072.2,1667221.6,2037850.6,308.7,308.7,308.7,600,99.21,True
545.0,12000,12000.0,0.0,3646.6,3713425.6,1670798.3,2042627.3,309.4,309.4,309.4,600,99.21,True
546.0,12000,12000.0,0.0,3646.6,3721779.0,1674739.6,2047039.3,310.1,310.1,310.1,600,99.21,True
547.0,12000,12000.0,0.0,3646.6,3730132.3,1678316.3,2051816.0,310.8,310.7,310.8,600,99.21,True
548.0,12000,12000.0,0.0,3646.6,3738485.7,1682257.7,2056228.0,311.5,311.5,311.5,600,99.21,True
549.0,12000,12000.0,0.0,3646.6,3746839.1,1685834.4,2061004.7,312.2,312.1,312.2,600,99.21,True
550.0,12000,12000.0,0.0,3646.6,3755192.5,1689411.0,2065781.4,312.9,312.8,312.9,600,99.21,True
551.0,12000,12000.0,0.0,3646.6,3763545.8,1693352.4,2070193.4,313.6,313.5,313.6,600,99.21,True
552.0,12000,12000.0,0.0,3646.6,3771899.2,1696929.1,2074970.1,314.3,314.2,314.3,600,99.21,True
553.0,12000,12000.0,0.0,3646.6,3780252.6,1700870.4,2079382.2,315.0,314.9,315.0,600,99.21,True
554.0,12000,12000.0,0.0,3646.6,3788606.0,1704447.1,2084158.8,315.7,315.6,315.7,600,99.21,True
555.0,12000,12000.0,0.0,3646.6,3796959.4,1708388.5,2088570.9,316.4,316.3,316.4,600,99.21,True
556.0,12000,12000.0,0.0,3646.6,3805312.7,1712329.8,2092982.9,317.1,317.0,317.1,600,99.21,True
557.0,12000,12000.0,0.0,3646.6,3813666.1,1715906.5,2097759.6,317.8,317.7,317.8,600,99.21,True
558.0,12000,12000.0,0.0,3646.6,3822019.5,1719847.9,2102171.6,318.5,318.4,318.5,600,99.21,True
559.0,12000,12000.0,0.0,3646.6,3830372.9,1723424.6,2106948.3,319.2,319.1,319.2,600,99.21,True
560.0,12000,12000.0,0.0,3646.6,3838726.2,1727365.9,2111360.3,319.9,319.8,319.9,600,99.21,True
561.0,12000,12000.0,0.0,3646.6,3847079.6,1730942.6,2116137.0,320.6,320.5,320.6,600,99.21,True
562.0,12000,12000.0,0.0,3646.6,3855433.0,1734883.9,2120549.0,321.2,321.2,321.2,600,99.21,True
563.0,12000,12000.0,0.0,3646.6,3863786.4,1738460.6,2125325.7,322.0,321.9,322.0,600,99.21,True
564.0,12000,12000.0,0.0,3646.6,3872139.7,1742402.0,2129737.8,322.6,322.6,322.6,600,99.21,True
565.0,12000,12000.0,0.0,3646.6,3880493.1,1746343.3,2134149.8,323.3,323.3,323.3,600,99.21,True
566.0,12000,12000.0,0.0,3646.6,3888846.5,1749920.0,2138926.5,324.0,324.0,324.0,600,99.21,True
567.0,12000,12000.0,0.0,3646.6,3897199.9,1753861.4,2143338.5,324.7,324.7,324.7,600,99.21,True
568.0,12000,12000.0,0.0,3646.6,3905553.2,1757438.1,2148115.2,325.4,325.4,325.4,600,99.21,True
569.0,12000,12000.0,0.0,3646.6,3913906.6,1761014.7,2152891.9,326.1,326.1,326.1,600,99.21,True
570.0,12000,12000.0,0.0,3646.6,3922260.0,1764956.1,2157303.9,326.8,326.8,326.8,600,99.21,True
571.0,12000,12000.0,0.0,3646.6,3930613.4,1768532.8,2162080.6,327.5,327.5,327.5,600,99.21,True
572.0,12000,12000.0,0.0,3646.6,3938966.8,1772474.1,2166492.6,328.2,328.2,328.2,600,99.21,True
573.0,12000,12000.0,0.0,3646.6,3947320.1,1776050.8,2171269.3,328.9,328.8,328.9,600,99.21,True
574.0,12000,12000.0,0.0,3646.6,3955673.5,1779992.2,2175681.3,329.6,329.6,329.6,600,99.21,True
575.0,12000,12000.0,0.0,3646.6,3964026.9,1783568.9,2180458.0,330.3,330.2,330.3,600,99.21,True
576.0,12000,12000.0,0.0,3646.6,3972380.3,1787145.6,2185234.7,331.0,330.9,331.0,600,99.21,True
577.0,12000,12000.0,0.0,3646.6,3980733.6,1791086.9,2189646.7,331.7,331.6,331.7,600,99.21,True
578.0,12000,12000.0,0.0,3646.6,3989087.0,1794663.6,2194423.4,332.4,332.3,332.4,600,99.21,True
579.0,12000,12000.0,0.0,3646.6,3997440.4,1798604.9,2198835.4,333.1,333.0,333.1,600,99.21,True
580.0,12000,12000.0,0.0,3646.6,4005793.8,1802181.6,2203612.1,333.8,333.7,333.8,600,99.21,True
581.0,12000,12000.0,0.0,3646.6,4014147.1,1806123.0,2208024.2,334.5,334.4,334.5,600,99.21,True
582.0,12000,12000.0,0.0,3646.6,4022500.5,1810064.3,2212436.2,335.2,335.1,335.2,600,99.21,True
583.0,12000,12000.0,0.0,3646.6,4030853.9,1813641.0,2217212.9,335.9,335.8,335.9,600,99.21,True
584.0,12000,12000.0,0.0,3646.6,4039207.3,1817582.4,2221624.9,336.6,336.5,336.6,600,99.21,True
585.0,12000,12000.0,0.0,3646.6,4047560.6,1821159.1,2226401.6,337.3,337.2,337.3,600,99.21,True
586.0,12000,12000.0,0.0,3646.6,4055914.0,1825100.4,2230813.6,338.0,337.9,338.0,600,99.21,True
587.0,12000,12000.0,0.0,3646.6,4064267.4,1828677.1,2235590.3,338.7,338.6,338.7,600,99.21,True
588.0,12000,12000.0,0.0,3646.6,4072620.8,1832618.4,2240002.3,339.3,339.3,339.3,600,99.21,True
589.0,12000,12000.0,0.0,3646.6,4080974.2,1836195.1,2244779.0,340.1,340.0,340.1,600,99.21,True
590.0,12000,12000.0,0.0,3646.6,4089327.5,1840136.5,2249191.0,340.7,340.7,340.7,600,99.21,True
591.0,12000,12000.0,0.0,3646.6,4097680.9,1844077.8,2253603.1,341.4,341.4,341.4,600,99.21,True
592.0,12000,12000.0,0.0,3646.6,4106034.3,1847654.5,2258379.8,342.1,342.1,342.1,600,99.21,True
593.0,12000,12000.0,0.0,3646.6,4114387.7,1851595.9,2262791.8,342.8,342.8,342.8,600,99.21,True
594.0,12000,12000.0,0.0,3646.6,4122741.0,1855172.6,2267568.5,343.5,343.5,343.5,600,99.21,True
595.0,12000,12000.0,0.0,3646.6,4131094.4,1858749.3,2272345.2,344.2,344.2,344.2,600,99.21,True
596.0,12000,12000.0,0.0,3646.6,4139447.8,1862690.6,2276757.2,344.9,344.9,344.9,600,99.21,True
597.0,12000,12000.0,0.0,3646.6,4147801.2,1866267.3,2281533.9,345.6,345.6,345.6,600,99.21,True
598.0,12000,12000.0,0.0,3646.6,4156154.5,1870208.6,2285945.9,346.3,346.3,346.3,600,99.21,True
599.0,12000,12000.0,0.0,3646.6,4164507.9,1873785.3,2290722.6,347.0,346.9,347.0,600,99.21,True
600.0,12000,12000.0,0.0,3646.6,4172861.3,1877726.7,2295134.6,347.7,347.7,347.7,600,99.21,True
601.0,12000,12000.0,0.0,3646.6,4181214.7,1881303.4,2299911.3,348.4,348.3,348.4,600,99.21,True
602.0,12000,12000.0,0.0,3646.6,4189568.1,1884880.1,2304688.0,349.1,349.0,349.1,600,99.21,True
603.0,12000,12000.0,0.0,3646.6,4197921.4,1888821.4,2309100.0,349.8,349.7,349.8,600,99.21,True
604.0,12000,12000.0,0.0,3646.6,4206274.8,1892398.1,2313876.7,350.5,350.4,350.5,600,99.21,True
605.0,12000,12000.0,0.0,3646.6,4214628.2,1896339.4,2318288.7,351.2,351.1,351.2,600,99.21,True
606.0,12000,12000.0,0.0,3646.6,4222981.6,1899916.1,2323065.4,351.9,351.8,351.9,600,99.21,True
607.0,12000,12000.0,0.0,3646.6,4231334.9,1903857.5,2327477.4,352.6,352.5,352.6,600,99.21,True
608.0,12000,12000.0,0.0,3646.6,4239688.3,1907798.8,2331889.5,353.3,353.2,353.3,600,99.21,True
609.0,12000,12000.0,0.0,3646.6,4248041.7,1911375.5,2336666.2,354.0,353.9,354.0,600,99.21,True
610.0,12000,12000.0,0.0,3646.6,4256395.1,1915316.9,2341078.2,354.7,354.6,354.7,600,99.21,True
611.0,12000,12000.0,0.0,3646.6,4264748.4,1918893.6,2345854.9,355.4,355.3,355.4,600,99.21,True
612.0,12000,12000.0,0.0,3646.6,4273101.8,1922834.9,2350266.9,356.1,356.0,356.1,600,99.21,True
613.0,12000,12000.0,0.0,3646.6,4281455.2,1926411.6,2355043.6,356.8,356.7,356.8,600,99.21,True
614.0,12000,12000.0,0.0,3646.6,4289808.6,1930353.0,2359455.6,357.4,357.4,357.4,600,99.21,True
615.0,12000,12000.0,0.0,3646.6,4298161.9,1933929.6,2364232.3,358.2,358.1,358.2,600,99.21,True
616.0,12000,12000.0,0.0,3646.6,4306515.3,1937871.0,2368644.3,358.8,358.8,358.8,600,99.21,True
617.0,12000,12000.0,0.0,3646.6,4314868.7,1941812.3,2373056.4,359.5,359.5,359.5,600,99.21,True
618.0,12000,12000.0,0.0,3646.6,4323222.1,1945389.0,2377833.0,360.2,360.2,360.2,600,99.21,True
619.0,12000,12000.0,0.0,3646.6,4331575.5,1949330.4,2382245.1,360.9,360.9,360.9,600,99.21,True
620.0,12000,12000.0,0.0,3646.6,4339928.8,1952907.1,2387021.8,361.6,361.6,361.6,600,99.21,True
621.0,12000,12000.0,0.0,3646.6,4348282.2,1956483.8,2391798.4,362.3,362.3,362.3,600,99.21,True
622.0,12000,12000.0,0.0,3646.6,4356635.6,1960425.1,2396210.5,363.0,363.0,363.0,600,99.21,True
623.0,12000,12000.0,0.0,3646.6,4364989.0,1964001.8,2400987.2,363.7,363.7,363.7,600,99.21,True
624.0,12000,12000.0,0.0,3646.6,4373342.3,1967943.1,2405399.2,364.4,364.4,364.4,600,99.21,True
625.0,12000,12000.0,0.0,3646.6,4381695.7,1971519.8,2410175.9,365.1,365.0,365.1,600,99.21,True
626.0,12000,12000.0,0.0,3646.6,4390049.1,1975461.2,2414587.9,365.8,365.8,365.8,600,99.21,True
627.0,12000,12000.0,0.0,3646.6,4398402.5,1979037.9,2419364.6,366.5,366.4,366.5,600,99.21,True
628.0,12000,12000.0,0.0,3646.6,4406755.8,1982614.6,2424141.3,367.2,367.1,367.2,600,99.21,True
629.0,12000,12000.0,0.0,3646.6,4415109.2,1986555.9,2428553.3,367.9,367.8,367.9,600,99.21,True
630.0,12000,12000.0,0.0,3646.6,4423462.6,1990132.6,2433330.0,368.6,368.5,368.6,600,99.21,True
631.0,12000,12000.0,0.0,3646.6,4431816.0,1994074.0,2437742.0,369.3,369.2,369.3,600,99.21,True
632.0,12000,12000.0,0.0,3646.6,4440169.3,1997650.6,2442518.7,370.0,369.9,370.0,600,99.21,True
633.0,12000,12000.0,0.0,3646.6,4448522.7,2001592.0,2446930.7,370.7,370.6,370.7,600,99.21,True
634.0,12000,12000.0,0.0,3646.6,4456876.1,2005533.3,2451342.8,371.4,371.3,371.4,600,99.21,True
635.0,12000,12000.0,0.0,3646.6,4465229.5,2009110.0,2456119.4,372.1,372.0,372.1,600,99.21,True
636.0,12000,12000.0,0.0,3646.6,4473582.9,2013051.4,2460531.5,372.8,372.7,372.8,600,99.21,True
637.0,12000,12000.0,0.0,3646.6,4481936.2,2016628.1,2465308.2,373.5,373.4,373.5,600,99.21,True
638.0,12000,12000.0,0.0,3646.6,4490289.6,2020569.4,2469720.2,374.2,374.1,374.2,600,99.21,True
639.0,12000,12000.0,0.0,3646.6,4498643.0,2024146.1,2474496.9,374.9,374.8,374.9,600,99.21,True
640.0,12000,12000.0,0.0,3646.6,4506996.4,2028087.5,2478908.9,375.5,375.5,375.5,600,99.21,True
641.0,12000,12000.0,0.0,3646.6,4515349.7,2031664.1,2483685.6,376.3,376.2,376.3,600,99.21,True
642.0,12000,12000.0,0.0,3646.6,4523703.1,2035605.5,2488097.6,376.9,376.9,376.9,600,99.21,True
643.0,12000,12000.0,0.0,3646.6,4532056.5,2039546.9,2492509.6,377.6,377.6,377.6,600,99.21,True
644.0,12000,12000.0,0.0,3646.6,4540409.9,2043123.5,2497286.3,378.3,378.3,378.3,600,99.21,True
645.0,12000,12000.0,0.0,3646.6,4548763.2,2047064.9,2501698.4,379.0,379.0,379.0,600,99.21,True
646.0,12000,12000.0,0.0,3646.6,4557116.6,2050641.6,2506475.0,379.7,379.7,379.7,600,99.21,True
647.0,12000,12000.0,0.0,3646.6,4565470.0,2054218.3,2511251.7,380.4,380.4,380.4,600,99.21,True
648.0,12000,12000.0,0.0,3646.6,4573823.4,2058159.6,2515663.8,381.1,381.1,381.1,600,99.21,True
